timestamp,device_id,lat,lon,speed_kmh,altitude_m,satellites
2026-03-27T08:00:13+00:00,Andre,-34.009614,22.406302,85.3,180.1,9
2026-03-27T08:00:19+00:00,Andre,-34.009632,22.407944,96.4,184.3,9
2026-03-27T08:00:26+00:00,Andre,-34.009554,22.410077,108.4,186.9,9
2026-03-27T08:00:32+00:00,Andre,-34.009373,22.412153,121.5,189.3,9
2026-03-27T08:00:39+00:00,Andre,-34.009006,22.414585,113.7,191.8,9
2026-03-27T08:00:47+00:00,Andre,-34.008427,22.417423,126.8,193.7,9
2026-03-27T08:00:54+00:00,Andre,-34.007959,22.420011,125.7,194.4,9
2026-03-27T08:01:01+00:00,Andre,-34.007405,22.422573,125.7,193.9,9
2026-03-27T08:01:07+00:00,Andre,-34.006644,22.42464,125,192.5,9
2026-03-27T08:01:13+00:00,Andre,-34.005662,22.426561,125.3,190.7,9
2026-03-27T08:01:19+00:00,Andre,-34.00461,22.428433,125.1,188.1,9
2026-03-27T08:01:26+00:00,Andre,-34.00339,22.430622,124.9,184.8,9
2026-03-27T08:01:33+00:00,Andre,-34.002169,22.432808,126.3,181.4,9
2026-03-27T08:01:39+00:00,Andre,-34.001064,22.434794,133,180.5,9
2026-03-27T08:01:45+00:00,Andre,-34.000026,22.436807,126.6,185.5,9
2026-03-27T08:01:52+00:00,Andre,-33.999254,22.439257,121,191.2,9
2026-03-27T08:01:58+00:00,Andre,-33.998856,22.441247,108.4,194.1,9
2026-03-27T08:02:05+00:00,Andre,-33.998346,22.443272,92.7,197.3,8
2026-03-27T08:02:15+00:00,Andre,-33.997501,22.444659,17.6,203.5,9
2026-03-27T08:02:21+00:00,Andre,-33.997464,22.444709,0.1,204,9
2026-03-27T08:02:28+00:00,Andre,-33.997465,22.444707,0.2,204.4,9
2026-03-27T08:02:34+00:00,Andre,-33.997464,22.444708,0.1,204.6,9
2026-03-27T08:02:41+00:00,Andre,-33.99729,22.444909,23,205.4,9
2026-03-27T08:02:48+00:00,Andre,-33.996532,22.444698,62.5,204.4,9
2026-03-27T08:02:55+00:00,Andre,-33.99549,22.444297,60.9,203.1,9
2026-03-27T08:03:01+00:00,Andre,-33.994672,22.444012,51,203.2,9
2026-03-27T08:03:08+00:00,Andre,-33.994243,22.44386,4.3,203.5,9
2026-03-27T08:03:15+00:00,Andre,-33.994232,22.443855,0,203.6,9
2026-03-27T08:03:21+00:00,Andre,-33.994231,22.443853,0,203.8,8
2026-03-27T08:03:27+00:00,Andre,-33.994231,22.443851,0.1,204.2,8
2026-03-27T08:03:34+00:00,Andre,-33.99423,22.44385,0.2,204.6,9
2026-03-27T08:03:40+00:00,Andre,-33.994231,22.443851,0.1,204.9,9
2026-03-27T08:03:47+00:00,Andre,-33.994232,22.443854,0.1,205.1,9
2026-03-27T08:03:54+00:00,Andre,-33.994232,22.443854,0,205.2,8
2026-03-27T08:04:00+00:00,Andre,-33.994231,22.443849,0,205.7,9
2026-03-27T08:04:07+00:00,Andre,-33.994228,22.443845,0,206.2,9
2026-03-27T08:04:13+00:00,Andre,-33.994226,22.443842,0,206.4,9
2026-03-27T08:04:19+00:00,Andre,-33.994226,22.443842,0,206.4,9
2026-03-27T08:04:25+00:00,Andre,-33.994225,22.443843,0,206.7,9
2026-03-27T08:04:32+00:00,Andre,-33.994226,22.443843,0.1,206.8,9
2026-03-27T08:04:38+00:00,Andre,-33.994216,22.443841,2.6,206.8,9
2026-03-27T08:04:45+00:00,Andre,-33.993995,22.443744,15.5,206.4,9
2026-03-27T08:04:55+00:00,Andre,-33.994069,22.443111,31.3,204.5,9
2026-03-27T08:05:04+00:00,Andre,-33.99441,22.442736,22.1,202.6,9
2026-03-27T08:05:11+00:00,Andre,-33.994819,22.442864,20.1,202.8,9
2026-03-27T08:05:18+00:00,Andre,-33.995016,22.442656,21,199.5,9
2026-03-27T08:05:25+00:00,Andre,-33.995139,22.442169,27.4,198.9,7
2026-03-27T08:05:31+00:00,Andre,-33.995264,22.441709,30.2,197.9,9
2026-03-27T08:05:39+00:00,Andre,-33.995462,22.440975,23.9,198.2,9
2026-03-27T08:05:48+00:00,Andre,-33.995718,22.440832,9,200.2,9
2026-03-27T08:05:55+00:00,Andre,-33.995922,22.440897,12.5,201.5,9
2026-03-27T08:06:03+00:00,Andre,-33.996037,22.441,0.5,202.8,8
2026-03-27T08:06:15+00:00,Andre,-33.996027,22.440999,0,207.4,9
2026-03-27T08:06:22+00:00,Andre,-33.996023,22.440992,0.2,209.2,9
2026-03-27T08:06:28+00:00,Andre,-33.996022,22.440982,0,211.9,9
2026-03-27T08:06:35+00:00,Andre,-33.99604,22.44099,0.3,212.1,10
2026-03-27T08:06:43+00:00,Andre,-33.996055,22.440999,0.2,211.9,10
2026-03-27T08:06:49+00:00,Andre,-33.996074,22.441004,0.2,213.2,10
2026-03-27T08:06:56+00:00,Andre,-33.996096,22.441005,0.1,215.4,10
2026-03-27T08:07:02+00:00,Andre,-33.996105,22.441002,0.3,216.7,10
2026-03-27T08:07:09+00:00,Andre,-33.996111,22.440998,0.3,217.9,10
2026-03-27T08:07:16+00:00,Andre,-33.996114,22.440996,0,218.8,9
2026-03-27T08:07:49+00:00,Andre,-33.996096,22.440959,0.7,224.2,9
2026-03-27T08:07:54+00:00,Andre,-33.996085,22.440948,0.8,226.1,8
2026-03-27T08:07:59+00:00,Andre,-33.996082,22.440944,0.8,227.3,10
2026-03-27T08:08:04+00:00,Andre,-33.996079,22.440932,0.3,229.5,9
2026-03-27T08:08:09+00:00,Andre,-33.996083,22.440935,0.7,229.6,10
2026-03-27T08:08:14+00:00,Andre,-33.996094,22.440952,0.4,227.9,10
2026-03-27T08:08:19+00:00,Andre,-33.996104,22.440961,0.2,226.8,10
2026-03-27T08:08:25+00:00,Andre,-33.996111,22.440971,1.2,225.6,10
2026-03-27T08:08:30+00:00,Andre,-33.996118,22.44098,0.7,224,10
2026-03-27T08:08:35+00:00,Andre,-33.996124,22.440978,0.3,223.5,10
2026-03-27T08:08:40+00:00,Andre,-33.996129,22.440983,0.1,222.6,10
2026-03-27T08:08:45+00:00,Andre,-33.996134,22.440997,0.7,220.8,10
2026-03-27T08:08:50+00:00,Andre,-33.996138,22.440997,0.5,220.2,8
2026-03-27T08:08:55+00:00,Andre,-33.99614,22.440993,0.3,220,8
2026-03-27T08:09:00+00:00,Andre,-33.996141,22.440986,0.1,220.3,7
2026-03-27T08:09:05+00:00,Andre,-33.996139,22.440977,0.1,221,8
2026-03-27T08:09:10+00:00,Andre,-33.996138,22.440974,0.3,221.5,9
2026-03-27T08:09:15+00:00,Andre,-33.996137,22.44097,0.1,222.5,9
2026-03-27T08:09:20+00:00,Andre,-33.996137,22.440965,0.4,223.9,9
2026-03-27T08:12:38.869394+00:00,Andre,-33.995958,22.441026,0,202.3,7
2026-03-27T08:12:42+00:00,Andre,-33.99597,22.440996,0.4,205.7,7
2026-03-27T08:13:25+00:00,Andre,-33.995531,22.440674,16.9,215.8,9
2026-03-27T08:13:31+00:00,Andre,-33.995453,22.441006,26.1,214.2,9
2026-03-27T08:13:38+00:00,Andre,-33.995298,22.441593,31.8,211.5,9
2026-03-27T08:13:46+00:00,Andre,-33.99512,22.442331,31.8,211.6,7
2026-03-27T08:13:53+00:00,Andre,-33.994993,22.442833,9.6,212.4,9
2026-03-27T08:14:01+00:00,Andre,-33.99467,22.44282,25.5,213.5,9
2026-03-27T08:14:16+00:00,Andre,-33.994411,22.442898,7.4,210.5,9
2026-03-27T08:14:26+00:00,Andre,-33.994397,22.443083,9.9,208.2,9
2026-03-27T08:14:36+00:00,Andre,-33.994249,22.443305,12.6,204.1,9
2026-03-27T08:14:48+00:00,Andre,-33.994082,22.443212,0.1,203.8,9
2026-03-27T08:14:56+00:00,Andre,-33.994082,22.44321,0.1,203.6,9
2026-03-27T08:15:03+00:00,Andre,-33.994057,22.4431,14.5,203.2,9
2026-03-27T08:15:11+00:00,Andre,-33.993938,22.442869,14.5,203.1,9
2026-03-27T08:15:19+00:00,Andre,-33.993839,22.44293,2,204.2,9
2026-03-27T08:15:26+00:00,Andre,-33.993833,22.442949,0,199.6,8
2026-03-27T08:15:27+00:00,Andre,-33.993833,22.442952,0,198.8,9
2026-03-27T08:15:45+00:00,Andre,-33.993834,22.442951,0.1,193.4,9
2026-03-27T08:15:54+00:00,Andre,-33.993827,22.442952,0.2,190.8,9
2026-03-27T08:22:36+00:00,Andre,-33.993915,22.442866,1.6,183.5,9
2026-03-27T08:22:43+00:00,Andre,-33.993915,22.442875,0,183.6,9
2026-03-27T08:22:50+00:00,Andre,-33.993896,22.442894,0,183.7,9
2026-03-27T08:22:57+00:00,Andre,-33.993889,22.442903,0.2,184,9
2026-03-27T08:23:03+00:00,Andre,-33.993892,22.442901,0.1,184.4,8
2026-03-27T08:23:09+00:00,Andre,-33.993887,22.442901,0.2,184.2,8
2026-03-27T08:23:16+00:00,Andre,-33.993882,22.442896,0.6,183,9
2026-03-27T08:23:22+00:00,Andre,-33.993878,22.442893,0.3,182.1,9
2026-03-27T08:23:29+00:00,Andre,-33.993879,22.442887,0.2,181.6,8
2026-03-27T08:23:35+00:00,Andre,-33.993888,22.442877,0.1,182.6,9
2026-03-27T08:23:42+00:00,Andre,-33.993896,22.442865,0.1,184.2,9
2026-03-27T08:23:48+00:00,Andre,-33.993895,22.442861,0.3,185.2,9
2026-03-27T08:23:55+00:00,Andre,-33.993889,22.442862,0.3,185,9
2026-03-27T08:24:01+00:00,Andre,-33.993884,22.44286,0.2,185.4,9
2026-03-27T08:24:08+00:00,Andre,-33.993863,22.44287,0.1,184.8,9
2026-03-27T08:24:14+00:00,Andre,-33.993845,22.442877,0.1,183.4,9
2026-03-27T08:24:21+00:00,Andre,-33.993839,22.442879,0.1,183,9
2026-03-27T08:24:27+00:00,Andre,-33.993836,22.442879,0.1,183.5,9
2026-03-27T08:24:34+00:00,Andre,-33.993836,22.44288,0,184,9
2026-03-27T08:24:40+00:00,Andre,-33.993837,22.44288,0,183.8,9
2026-03-27T08:24:46+00:00,Andre,-33.993839,22.442882,0.1,183.3,9
2026-03-27T08:24:53+00:00,Andre,-33.993841,22.442883,0.2,183.1,9
2026-03-27T08:24:59+00:00,Andre,-33.993842,22.442885,0.1,182.7,9
2026-03-27T08:25:05+00:00,Andre,-33.993839,22.442888,0.2,182.9,9
2026-03-27T08:25:12+00:00,Andre,-33.993839,22.442888,0,182.4,9
2026-03-27T08:25:18+00:00,Andre,-33.993837,22.442888,0,181.5,9
2026-03-27T08:25:25+00:00,Andre,-33.993835,22.442888,0.1,181.3,9
2026-03-27T08:25:31+00:00,Andre,-33.993831,22.442891,0.1,180.8,9
2026-03-27T08:26:26+00:00,Andre,-33.993804,22.442882,0.6,184.9,9
2026-03-27T08:26:32+00:00,Andre,-33.993767,22.442912,0.2,179.6,9
2026-03-27T08:26:39+00:00,Andre,-33.993718,22.442974,5.2,187.6,9
2026-03-27T08:26:45+00:00,Andre,-33.993825,22.443137,14.4,196.1,9
2026-03-27T08:26:51+00:00,Andre,-33.99393,22.443212,0.1,200.2,8
2026-03-27T08:26:58+00:00,Andre,-33.993933,22.443217,0,201.2,8
2026-03-27T08:27:04+00:00,Andre,-33.993933,22.443219,0,201.8,9
2026-03-27T08:27:13+00:00,Andre,-33.993944,22.443229,0.1,203.3,8
2026-03-27T08:27:19+00:00,Andre,-33.993947,22.44323,0.1,204.1,8
2026-03-27T08:27:26+00:00,Andre,-33.993951,22.44323,0.1,204.8,9
2026-03-27T08:27:32+00:00,Andre,-33.993958,22.443231,0,205.6,9
2026-03-27T08:27:38+00:00,Andre,-33.993963,22.443235,0.9,205.6,9
2026-03-27T08:27:45+00:00,Andre,-33.993967,22.443235,0.1,205.1,9
2026-03-27T08:27:52+00:00,Andre,-33.993967,22.443233,0,205.4,9
2026-03-27T08:27:58+00:00,Andre,-33.993981,22.443255,6.3,205.6,9
2026-03-27T08:28:05+00:00,Andre,-33.993933,22.443454,14.6,204.8,9
2026-03-27T08:28:11+00:00,Andre,-33.993761,22.443707,23.6,205,9
2026-03-27T08:28:17+00:00,Andre,-33.993245,22.443568,45.3,205.2,9
2026-03-27T08:28:24+00:00,Andre,-33.992287,22.443252,63.2,205.6,9
2026-03-27T08:28:30+00:00,Andre,-33.991306,22.442902,70.1,205.7,9
2026-03-27T08:28:37+00:00,Andre,-33.990133,22.442477,66.9,206.2,9
2026-03-27T08:28:43+00:00,Andre,-33.989224,22.442149,60.2,206.7,9
2026-03-27T08:28:49+00:00,Andre,-33.988332,22.441865,61.3,207.2,9
2026-03-27T08:28:56+00:00,Andre,-33.98735,22.441654,52.7,210.5,9
2026-03-27T08:29:03+00:00,Andre,-33.986586,22.44155,38.5,212.5,9
2026-03-27T08:29:09+00:00,Andre,-33.985982,22.441482,38.9,213,9
2026-03-27T08:29:15+00:00,Andre,-33.985374,22.441409,43.4,212.7,9
2026-03-27T08:29:22+00:00,Andre,-33.984685,22.441339,33.8,211.3,9
2026-03-27T08:29:29+00:00,Andre,-33.984335,22.441296,15.5,210.2,9
2026-03-27T08:29:35+00:00,Andre,-33.98417,22.441279,3.8,209.5,9
2026-03-27T08:29:42+00:00,Andre,-33.984045,22.441266,11.7,208.8,9
2026-03-27T08:29:48+00:00,Andre,-33.983808,22.441241,19,207.8,9
2026-03-27T08:29:55+00:00,Andre,-33.98331,22.441193,30.7,205.5,9
2026-03-27T08:30:01+00:00,Andre,-33.982845,22.4411,32.4,204,9
2026-03-27T08:30:08+00:00,Andre,-33.982596,22.440955,17.1,203.8,9
2026-03-27T08:30:14+00:00,Andre,-33.982209,22.440951,34.1,203.7,9
2026-03-27T08:30:21+00:00,Andre,-33.981317,22.440943,69.5,204.8,9
2026-03-27T08:30:27+00:00,Andre,-33.980474,22.440898,39.4,205.5,9
2026-03-27T08:30:33+00:00,Andre,-33.979971,22.44086,36.8,206.7,9
2026-03-27T08:30:40+00:00,Andre,-33.979081,22.441106,61.1,206.6,9
2026-03-27T08:30:46+00:00,Andre,-33.97824,22.441448,56.9,206.4,9
2026-03-27T08:30:53+00:00,Andre,-33.977671,22.441728,27.6,207.4,9
2026-03-27T08:30:59+00:00,Andre,-33.977298,22.442136,44.4,207.1,8
2026-03-27T08:31:06+00:00,Andre,-33.976467,22.442785,61.3,208.3,8
2026-03-27T08:31:13+00:00,Andre,-33.975549,22.443503,66.1,210.2,9
2026-03-27T08:31:19+00:00,Andre,-33.974691,22.444174,67.3,211.4,9
2026-03-27T08:31:26+00:00,Andre,-33.973704,22.444942,62.7,212.7,9
2026-03-27T08:31:33+00:00,Andre,-33.973112,22.445348,19.9,213.1,10
2026-03-27T08:31:39+00:00,Andre,-33.97303,22.445142,19.6,213.2,10
2026-03-27T08:31:46+00:00,Andre,-33.973007,22.444711,18,213.5,10
2026-03-27T08:31:53+00:00,Andre,-33.972808,22.444789,8.2,213.2,10
2026-03-27T08:31:59+00:00,Andre,-33.972716,22.444851,5.4,212.2,10
2026-03-27T08:32:06+00:00,Andre,-33.972659,22.444898,6.5,212,10
2026-03-27T08:32:13+00:00,Andre,-33.972436,22.445079,21,211.8,10
2026-03-27T08:32:19+00:00,Andre,-33.972375,22.445302,10.5,211.6,10
2026-03-27T08:32:25+00:00,Andre,-33.972411,22.445386,3.1,212,10
2026-03-27T08:32:32+00:00,Andre,-33.972434,22.445426,0.2,212.5,10
2026-03-27T08:32:39+00:00,Andre,-33.972441,22.445432,0,212.5,10
2026-03-27T08:32:46+00:00,Andre,-33.972445,22.445434,0.1,213,10
2026-03-27T08:32:52+00:00,Andre,-33.972448,22.445436,0,213.5,10
2026-03-27T08:32:59+00:00,Andre,-33.972453,22.44544,0,213.9,10
2026-03-27T08:33:05+00:00,Andre,-33.972465,22.445461,4.5,214,10
2026-03-27T08:33:12+00:00,Andre,-33.972485,22.445488,0,213.5,10
2026-03-27T08:33:18+00:00,Andre,-33.972487,22.445493,0,214.1,10
2026-03-27T08:33:24+00:00,Andre,-33.97249,22.445497,0,214.5,10
2026-03-27T08:33:31+00:00,Andre,-33.972493,22.4455,1,214.6,10
2026-03-27T08:33:38+00:00,Andre,-33.972558,22.44557,6.7,212.7,10
2026-03-27T08:33:45+00:00,Andre,-33.972603,22.445541,0.1,212.3,10
2026-03-27T08:33:51+00:00,Andre,-33.972637,22.445517,0.9,212.5,10
2026-03-27T08:33:58+00:00,Andre,-33.97265,22.445508,0,213.3,10
2026-03-27T08:34:05+00:00,Andre,-33.972658,22.445502,0,213.7,10
2026-03-27T08:34:11+00:00,Andre,-33.972665,22.445498,0,213.9,10
2026-03-27T08:34:18+00:00,Andre,-33.97267,22.445497,0,214.1,9
2026-03-27T08:34:24+00:00,Andre,-33.972673,22.445495,0.1,214.3,10
2026-03-27T08:34:31+00:00,Andre,-33.972704,22.445469,6,214,10
2026-03-27T08:34:37+00:00,Andre,-33.972717,22.445443,0,213.1,10
2026-03-27T08:34:44+00:00,Andre,-33.972715,22.445439,0,213.1,10
2026-03-27T08:34:50+00:00,Andre,-33.972714,22.445435,0,213.2,10
2026-03-27T08:34:57+00:00,Andre,-33.972713,22.445431,0,213.4,10
2026-03-27T08:35:04+00:00,Andre,-33.972713,22.445429,0,213.6,10
2026-03-27T08:35:10+00:00,Andre,-33.972711,22.445428,0,213.4,10
2026-03-27T08:35:23+00:00,Andre,-33.972684,22.44542,0.1,211.3,10
2026-03-27T08:35:34+00:00,Andre,-33.972692,22.445431,0,210.8,9
2026-03-27T08:35:43+00:00,Andre,-33.972695,22.445438,0,210.7,10
2026-03-27T08:37:49+00:00,Andre,-33.972691,22.445435,0,211.4,9
2026-03-27T08:37:56+00:00,Andre,-33.972692,22.445435,0,211.6,10
2026-03-27T08:38:05+00:00,Andre,-33.972693,22.445433,0,212.2,9
2026-03-27T08:38:11+00:00,Andre,-33.972695,22.445432,0,212.4,10
2026-03-27T08:38:18+00:00,Andre,-33.972696,22.445429,0,212.4,10
2026-03-27T08:38:24+00:00,Andre,-33.972697,22.445427,0,212.5,10
2026-03-27T08:38:35+00:00,Andre,-33.972696,22.445422,0,212.9,9
2026-03-27T08:38:41+00:00,Andre,-33.972696,22.44542,0,213.3,9
2026-03-27T08:38:49+00:00,Andre,-33.972696,22.445418,0,213.7,9
2026-03-27T08:38:56+00:00,Andre,-33.972698,22.445415,0,214,9
2026-03-27T08:39:04+00:00,Andre,-33.972701,22.445413,0,214.1,10
2026-03-27T08:39:12+00:00,Andre,-33.972706,22.445411,0,213.6,10
2026-03-27T08:39:19+00:00,Andre,-33.972709,22.44541,0.1,213.2,10
2026-03-27T08:39:26+00:00,Andre,-33.972713,22.445408,0,212.8,10
2026-03-27T08:39:33+00:00,Andre,-33.972715,22.445408,0,212.7,10
2026-03-27T08:39:40+00:00,Andre,-33.972715,22.445408,0,212.8,10
2026-03-27T08:39:52+00:00,Andre,-33.97271,22.445408,0,213.5,10
2026-03-27T08:40:00+00:00,Andre,-33.972706,22.44541,0,214,10
2026-03-27T08:40:08+00:00,Andre,-33.972705,22.445412,0,214.3,10
2026-03-27T08:40:15+00:00,Andre,-33.972706,22.445413,0,214.1,10
2026-03-27T08:40:22+00:00,Andre,-33.972709,22.445415,0,213.7,10
2026-03-27T08:40:30+00:00,Andre,-33.972715,22.445415,0,213.2,10
2026-03-27T08:40:30+00:00,Andre,-33.972715,22.445415,0,213.2,10
2026-03-27T08:40:51+00:00,Andre,-33.972723,22.445409,0,213.6,10
2026-03-27T08:40:57+00:00,Andre,-33.972721,22.445408,0,213.9,10
2026-03-27T08:41:04+00:00,Andre,-33.972718,22.445408,0,214.5,10
2026-03-27T08:41:11+00:00,Andre,-33.972713,22.445408,0,214.6,10
2026-03-27T08:41:17+00:00,Andre,-33.972709,22.445408,0,214.7,10
